timestamp,sandboxLog,lambdaLog
9300,,"mid=9976.5 dyn_mean=9998.8 z=-0.70 mom=0.0 trend=-0.43 regime=MILD_REVERSION target=66 pos_orig=-2 took=0 gap=68 cum_pnl=21 peak=21 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9968(✓) ask@9984(✓) qty=1"
9400,,"mid=9982.0 dyn_mean=9998.8 z=-0.53 mom=0.0 trend=-0.32 regime=MILD_REVERSION target=37 pos_orig=-2 took=0 gap=39 cum_pnl=10 peak=21 dd=11 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
9500,,"mid=9981.0 dyn_mean=9998.8 z=-0.56 mom=0.0 trend=-0.38 regime=MILD_REVERSION target=42 pos_orig=-2 took=0 gap=44 cum_pnl=12 peak=21 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
9600,,"mid=9981.0 dyn_mean=9998.8 z=-0.56 mom=0.0 trend=-0.13 regime=MILD_REVERSION target=42 pos_orig=-2 took=0 gap=44 cum_pnl=12 peak=21 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
9700,,"mid=9982.0 dyn_mean=9998.8 z=-0.52 mom=0.0 trend=-0.07 regime=MILD_REVERSION target=37 pos_orig=-2 took=0 gap=39 cum_pnl=10 peak=21 dd=11 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
9800,,"mid=9981.0 dyn_mean=9998.7 z=-0.55 mom=0.0 trend=-0.20 regime=MILD_REVERSION target=42 pos_orig=-2 took=0 gap=44 cum_pnl=12 peak=21 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
9900,,"mid=9981.0 dyn_mean=9998.7 z=-0.55 mom=0.0 trend=-0.13 regime=MILD_REVERSION target=42 pos_orig=-2 took=0 gap=44 cum_pnl=12 peak=21 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
10000,,"mid=9979.0 dyn_mean=9998.7 z=-0.62 mom=0.0 trend=-0.33 regime=MILD_REVERSION target=52 pos_orig=-2 took=0 gap=54 cum_pnl=16 peak=21 dd=5 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9971(✓) ask@9987(✓) qty=1"
10100,,"mid=9981.0 dyn_mean=9998.7 z=-0.55 mom=0.0 trend=-0.33 regime=MILD_REVERSION target=42 pos_orig=-2 took=0 gap=44 cum_pnl=12 peak=21 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
10200,,"mid=9983.0 dyn_mean=9998.7 z=-0.49 mom=0.0 trend=0.07 regime=MILD_REVERSION target=31 pos_orig=-2 took=0 gap=33 cum_pnl=8 peak=21 dd=13 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9975(✓) ask@9991(✓) qty=1"
10300,,"mid=9982.0 dyn_mean=9998.6 z=-0.52 mom=0.0 trend=-0.07 regime=MILD_REVERSION target=36 pos_orig=-2 took=0 gap=38 cum_pnl=10 peak=21 dd=11 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
10400,,"mid=9984.0 dyn_mean=9998.6 z=-0.46 mom=0.0 trend=0.27 regime=MILD_REVERSION target=26 pos_orig=-2 took=0 gap=28 cum_pnl=6 peak=21 dd=15 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9976(✓) ask@9992(✓) qty=1"
10500,,"mid=9982.0 dyn_mean=9998.6 z=-0.52 mom=0.0 trend=0.07 regime=MILD_REVERSION target=36 pos_orig=-2 took=0 gap=38 cum_pnl=10 peak=21 dd=11 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
10600,,"mid=9981.0 dyn_mean=9998.6 z=-0.55 mom=0.0 trend=0.00 regime=MILD_REVERSION target=41 pos_orig=-2 took=0 gap=43 cum_pnl=12 peak=21 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
10700,,"mid=9982.0 dyn_mean=9998.6 z=-0.52 mom=0.0 trend=-0.14 regime=MILD_REVERSION target=36 pos_orig=4 took=0 gap=32 cum_pnl=10 peak=21 dd=11 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
10800,,"mid=9986.0 dyn_mean=9998.6 z=-0.39 mom=0.0 trend=0.00 regime=MILD_REVERSION target=15 pos_orig=4 took=0 gap=11 cum_pnl=26 peak=26 dd=0 m38_hit=(-B)
MARK38: mode=PROBE conf=1 bid@9978(✓) ask@9994(✓) qty=1"
10900,,"mid=9984.0 dyn_mean=9998.6 z=-0.45 mom=0.0 trend=-0.13 regime=MILD_REVERSION target=25 pos_orig=4 took=0 gap=21 cum_pnl=18 peak=26 dd=8 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9976(✓) ask@9992(✓) qty=1"
11000,,"mid=9986.0 dyn_mean=9998.5 z=-0.39 mom=0.0 trend=-0.07 regime=MILD_REVERSION target=15 pos_orig=4 took=0 gap=11 cum_pnl=26 peak=26 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9978(✓) ask@9994(✓) qty=1"
11100,,"mid=9980.5 dyn_mean=9998.5 z=-0.56 mom=0.0 trend=-0.40 regime=MILD_REVERSION target=43 pos_orig=4 took=0 gap=39 cum_pnl=4 peak=26 dd=22 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9972(✓) ask@9988(✓) qty=1"
11200,,"mid=9985.0 dyn_mean=9998.5 z=-0.42 mom=0.0 trend=-0.06 regime=MILD_REVERSION target=20 pos_orig=4 took=0 gap=16 cum_pnl=22 peak=26 dd=4 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9977(✓) ask@9993(✓) qty=1"
11300,,"mid=9984.0 dyn_mean=9998.5 z=-0.45 mom=0.0 trend=-0.18 regime=MILD_REVERSION target=25 pos_orig=4 took=0 gap=21 cum_pnl=18 peak=26 dd=8 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9976(✓) ask@9992(✓) qty=1"
11400,,"mid=9982.0 dyn_mean=9998.5 z=-0.52 mom=0.0 trend=-0.18 regime=MILD_REVERSION target=35 pos_orig=4 took=0 gap=31 cum_pnl=10 peak=26 dd=16 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
11500,,"mid=9982.0 dyn_mean=9998.5 z=-0.51 mom=0.0 trend=-0.36 regime=MILD_REVERSION target=35 pos_orig=4 took=0 gap=31 cum_pnl=10 peak=26 dd=16 m38_hit=(-B)
MARK38: mode=PROBE conf=1 bid@9974(✓) ask@9990(✓) qty=1"
11600,,"mid=9982.0 dyn_mean=9998.4 z=-0.51 mom=0.0 trend=-0.42 regime=MILD_REVERSION target=35 pos_orig=4 took=0 gap=31 cum_pnl=10 peak=26 dd=16 m38_hit=(-B)
MARK38: mode=EXPLOIT conf=2 bid@9975(✓) ask@9989(✓) qty=10"
11700,,"mid=9985.0 dyn_mean=9998.4 z=-0.42 mom=0.0 trend=-0.18 regime=MILD_REVERSION target=19 pos_orig=4 took=0 gap=15 cum_pnl=22 peak=26 dd=4 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9978(✓) ask@9992(✓) qty=10"
11800,,"mid=9986.0 dyn_mean=9998.4 z=-0.39 mom=0.0 trend=-0.24 regime=MILD_REVERSION target=14 pos_orig=4 took=0 gap=10 cum_pnl=26 peak=26 dd=0 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9979(✓) ask@9993(✓) qty=10"
11900,,"mid=9986.0 dyn_mean=9998.4 z=-0.39 mom=0.0 trend=-0.24 regime=MILD_REVERSION target=14 pos_orig=4 took=0 gap=10 cum_pnl=26 peak=26 dd=0 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9979(✓) ask@9993(✓) qty=10"
12000,,"mid=9986.0 dyn_mean=9998.4 z=-0.39 mom=0.0 trend=-0.18 regime=MILD_REVERSION target=14 pos_orig=4 took=0 gap=10 cum_pnl=26 peak=26 dd=0 m38_hit=(--)
MARK38: mode=EXPLOIT conf=2 bid@9979(✓) ask@9993(✓) qty=10"
12100,,"mid=9983.0 dyn_mean=9998.4 z=-0.48 mom=0.0 trend=-0.30 regime=MILD_REVERSION target=30 pos_orig=4 took=0 gap=26 cum_pnl=14 peak=26 dd=12 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9975(✓) ask@9991(✓) qty=1"
12200,,"mid=9986.0 dyn_mean=9998.4 z=-0.39 mom=0.0 trend=0.12 regime=MILD_REVERSION target=14 pos_orig=4 took=0 gap=10 cum_pnl=26 peak=26 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9978(✓) ask@9994(✓) qty=1"
12300,,"mid=9986.0 dyn_mean=9998.4 z=-0.39 mom=0.0 trend=0.12 regime=MILD_REVERSION target=14 pos_orig=4 took=0 gap=10 cum_pnl=26 peak=26 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9978(✓) ask@9994(✓) qty=1"
12400,,"mid=9989.0 dyn_mean=9998.3 z=-0.29 mom=0.0 trend=0.42 regime=MOMENTUM target=0 pos_orig=4 took=0 gap=-4 cum_pnl=38 peak=38 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9981(✓) ask@9997(✓) qty=1"
12500,,"mid=9990.0 dyn_mean=9998.3 z=-0.26 mom=0.0 trend=0.47 regime=MOMENTUM target=0 pos_orig=4 took=0 gap=-4 cum_pnl=42 peak=42 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9982(✓) ask@9998(✓) qty=1"
12600,,"mid=9990.0 dyn_mean=9998.3 z=-0.26 mom=0.0 trend=0.53 regime=MOMENTUM target=0 pos_orig=4 took=0 gap=-4 cum_pnl=42 peak=42 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9982(✓) ask@9998(✓) qty=1"
12700,,"mid=9987.0 dyn_mean=9998.3 z=-0.35 mom=0.0 trend=0.41 regime=MILD_REVERSION target=8 pos_orig=4 took=0 gap=4 cum_pnl=30 peak=42 dd=12 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9979(✓) ask@9995(✓) qty=1"
12800,,"mid=9989.0 dyn_mean=9998.3 z=-0.29 mom=0.0 trend=0.52 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=38 peak=42 dd=4 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9981(✓) ask@9997(✓) qty=1"
12900,,"mid=9988.0 dyn_mean=9998.3 z=-0.32 mom=0.0 trend=0.35 regime=MILD_REVERSION target=3 pos_orig=-1 took=0 gap=4 cum_pnl=39 peak=42 dd=3 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9980(✓) ask@9996(✓) qty=1"
13000,,"mid=9989.0 dyn_mean=9998.3 z=-0.29 mom=0.0 trend=0.24 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=38 peak=42 dd=4 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9981(✓) ask@9997(✓) qty=1"
13100,,"mid=9993.0 dyn_mean=9998.3 z=-0.17 mom=0.0 trend=0.40 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=34 peak=42 dd=8 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9985(✓) ask@10001(✓) qty=1"
13200,,"mid=9992.0 dyn_mean=9998.3 z=-0.20 mom=0.0 trend=0.23 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=35 peak=42 dd=7 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9984(✓) ask@10000(✓) qty=1"
13300,,"mid=9994.0 dyn_mean=9998.3 z=-0.13 mom=0.0 trend=0.46 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=33 peak=42 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9986(✓) ask@10002(✓) qty=1"
13400,,"mid=9995.0 dyn_mean=9998.3 z=-0.10 mom=0.0 trend=0.64 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=32 peak=42 dd=10 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9987(✓) ask@10003(✓) qty=1"
13500,,"mid=9992.0 dyn_mean=9998.3 z=-0.20 mom=0.0 trend=0.35 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=35 peak=42 dd=7 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9984(✓) ask@10000(✓) qty=1"
13600,,"mid=9993.0 dyn_mean=9998.3 z=-0.16 mom=0.0 trend=0.35 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=34 peak=42 dd=8 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9985(✓) ask@10001(✓) qty=1"
13700,,"mid=9990.0 dyn_mean=9998.3 z=-0.26 mom=0.0 trend=0.06 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=37 peak=42 dd=5 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9982(✓) ask@9998(✓) qty=1"
13800,,"mid=9992.0 dyn_mean=9998.2 z=-0.20 mom=0.0 trend=0.17 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=35 peak=42 dd=7 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9984(✓) ask@10000(✓) qty=1"
13900,,"mid=9993.0 dyn_mean=9998.2 z=-0.16 mom=0.0 trend=0.40 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=34 peak=42 dd=8 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9985(✓) ask@10001(✓) qty=1"
14000,,"mid=9991.0 dyn_mean=9998.2 z=-0.23 mom=0.0 trend=0.23 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=42 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
14100,,"mid=9991.0 dyn_mean=9998.2 z=-0.23 mom=0.0 trend=0.47 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=42 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
14200,,"mid=9991.0 dyn_mean=9998.2 z=-0.23 mom=0.0 trend=0.93 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=42 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
14300,,"mid=9991.0 dyn_mean=9998.2 z=-0.23 mom=0.0 trend=0.62 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=42 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
14400,,"mid=9991.0 dyn_mean=9998.2 z=-0.23 mom=0.0 trend=0.69 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=42 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
14500,,"mid=9991.0 dyn_mean=9998.2 z=-0.22 mom=0.0 trend=0.69 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=42 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
14600,,"mid=9988.0 dyn_mean=9998.2 z=-0.32 mom=0.0 trend=0.40 regime=MILD_REVERSION target=3 pos_orig=-1 took=0 gap=4 cum_pnl=39 peak=42 dd=3 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9980(✓) ask@9996(✓) qty=1"
14700,,"mid=9988.0 dyn_mean=9998.2 z=-0.32 mom=0.0 trend=0.47 regime=MILD_REVERSION target=3 pos_orig=-1 took=0 gap=4 cum_pnl=39 peak=42 dd=3 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9980(✓) ask@9996(✓) qty=1"
14800,,"mid=9987.0 dyn_mean=9998.2 z=-0.35 mom=0.0 trend=0.40 regime=MILD_REVERSION target=8 pos_orig=-1 took=0 gap=9 cum_pnl=40 peak=42 dd=2 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9979(✓) ask@9995(✓) qty=1"
14900,,"mid=9985.0 dyn_mean=9998.2 z=-0.41 mom=0.0 trend=0.40 regime=MILD_REVERSION target=18 pos_orig=-1 took=0 gap=19 cum_pnl=42 peak=42 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9977(✓) ask@9993(✓) qty=1"
15000,,"mid=9983.0 dyn_mean=9998.1 z=-0.47 mom=0.0 trend=0.13 regime=MILD_REVERSION target=28 pos_orig=-1 took=0 gap=29 cum_pnl=44 peak=44 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9975(✓) ask@9991(✓) qty=1"
15100,,"mid=9983.0 dyn_mean=9998.1 z=-0.47 mom=0.0 trend=0.00 regime=MILD_REVERSION target=28 pos_orig=-1 took=0 gap=29 cum_pnl=44 peak=44 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9975(✓) ask@9991(✓) qty=1"
15200,,"mid=9982.5 dyn_mean=9998.1 z=-0.49 mom=0.0 trend=0.03 regime=MILD_REVERSION target=31 pos_orig=-1 took=0 gap=32 cum_pnl=44 peak=44 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
15300,,"mid=9981.0 dyn_mean=9998.1 z=-0.53 mom=0.0 trend=-0.21 regime=MILD_REVERSION target=39 pos_orig=-1 took=0 gap=40 cum_pnl=46 peak=46 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
15400,,"mid=9980.0 dyn_mean=9998.1 z=-0.56 mom=0.0 trend=-0.14 regime=MILD_REVERSION target=44 pos_orig=-1 took=0 gap=45 cum_pnl=47 peak=47 dd=0 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9972(✓) ask@9988(✓) qty=1"
15500,,"mid=9982.0 dyn_mean=9998.1 z=-0.50 mom=0.0 trend=0.07 regime=MILD_REVERSION target=33 pos_orig=-1 took=0 gap=34 cum_pnl=45 peak=47 dd=2 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9974(✓) ask@9990(✓) qty=1"
15600,,"mid=9981.0 dyn_mean=9998.0 z=-0.53 mom=0.0 trend=-0.07 regime=MILD_REVERSION target=38 pos_orig=-1 took=0 gap=39 cum_pnl=46 peak=47 dd=1 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9973(✓) ask@9989(✓) qty=1"
15700,,"mid=9983.0 dyn_mean=9998.0 z=-0.47 mom=0.0 trend=-0.21 regime=MILD_REVERSION target=28 pos_orig=-1 took=0 gap=29 cum_pnl=44 peak=47 dd=3 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9975(✓) ask@9991(✓) qty=1"
15800,,"mid=9985.0 dyn_mean=9998.0 z=-0.41 mom=0.0 trend=0.07 regime=MILD_REVERSION target=17 pos_orig=-1 took=0 gap=18 cum_pnl=42 peak=47 dd=5 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9977(✓) ask@9993(✓) qty=1"
15900,,"mid=9984.0 dyn_mean=9998.0 z=-0.44 mom=0.0 trend=-0.14 regime=MILD_REVERSION target=22 pos_orig=-1 took=0 gap=23 cum_pnl=43 peak=47 dd=4 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9976(✓) ask@9992(✓) qty=1"
16000,,"mid=9985.0 dyn_mean=9998.0 z=-0.41 mom=0.0 trend=0.35 regime=MILD_REVERSION target=17 pos_orig=-1 took=0 gap=18 cum_pnl=42 peak=47 dd=5 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9977(✓) ask@9993(✓) qty=1"
16100,,"mid=9987.0 dyn_mean=9998.0 z=-0.34 mom=0.0 trend=0.16 regime=MILD_REVERSION target=7 pos_orig=-1 took=0 gap=8 cum_pnl=40 peak=47 dd=7 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9979(✓) ask@9995(✓) qty=1"
16200,,"mid=9989.0 dyn_mean=9998.0 z=-0.28 mom=0.0 trend=0.40 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=38 peak=47 dd=9 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9981(✓) ask@9997(✓) qty=1"
16300,,"mid=9991.0 dyn_mean=9998.0 z=-0.22 mom=0.0 trend=0.72 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=47 dd=11 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9983(✓) ask@9999(✓) qty=1"
16400,,"mid=9992.0 dyn_mean=9998.0 z=-0.19 mom=0.0 trend=0.80 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=35 peak=47 dd=12 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9984(✓) ask@10000(✓) qty=1"
16500,,"mid=9990.0 dyn_mean=9997.9 z=-0.25 mom=0.0 trend=0.63 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=37 peak=47 dd=10 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9982(✓) ask@9998(✓) qty=1"
16600,,"mid=9986.0 dyn_mean=9997.9 z=-0.37 mom=0.0 trend=0.08 regime=MILD_REVERSION target=12 pos_orig=-1 took=0 gap=13 cum_pnl=41 peak=47 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=0 bid@9978(✓) ask@9994(✓) qty=1"
16700,,"mid=9984.0 dyn_mean=9997.9 z=-0.43 mom=0.0 trend=-0.15 regime=MILD_REVERSION target=22 pos_orig=-1 took=0 gap=23 cum_pnl=43 peak=47 dd=4 m38_hit=(A-)
MARK38: mode=PROBE conf=1 bid@9976(✓) ask@9992(✓) qty=1"
16800,,"mid=9985.0 dyn_mean=9997.9 z=-0.40 mom=0.0 trend=-0.08 regime=MILD_REVERSION target=17 pos_orig=-1 took=0 gap=18 cum_pnl=42 peak=47 dd=5 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9977(✓) ask@9993(✓) qty=1"
16900,,"mid=9983.0 dyn_mean=9997.9 z=-0.47 mom=0.0 trend=-0.23 regime=MILD_REVERSION target=27 pos_orig=-1 took=0 gap=28 cum_pnl=44 peak=47 dd=3 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9975(✓) ask@9991(✓) qty=1"
17000,,"mid=9986.0 dyn_mean=9997.9 z=-0.37 mom=0.0 trend=0.23 regime=MILD_REVERSION target=11 pos_orig=-1 took=0 gap=12 cum_pnl=41 peak=47 dd=6 m38_hit=(--)
MARK38: mode=PROBE conf=1 bid@9978(✓) ask@9994(✓) qty=1"
17100,,"mid=9987.0 dyn_mean=9997.9 z=-0.34 mom=0.0 trend=0.08 regime=MILD_REVERSION target=6 pos_orig=-1 took=0 gap=7 cum_pnl=40 peak=47 dd=7 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=2 bid@9980(✓) ask@9994(✓) qty=10"
17200,,"mid=9990.0 dyn_mean=9997.9 z=-0.25 mom=0.0 trend=0.30 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=37 peak=47 dd=10 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=3 bid@9983(✓) ask@9997(✓) qty=10"
17300,,"mid=9992.0 dyn_mean=9997.9 z=-0.18 mom=0.0 trend=0.23 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=35 peak=47 dd=12 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9985(✓) ask@9999(✓) qty=10"
17400,,"mid=9990.0 dyn_mean=9997.8 z=-0.25 mom=0.0 trend=0.00 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=37 peak=47 dd=10 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9983(✓) ask@9997(✓) qty=10"
17500,,"mid=9991.0 dyn_mean=9997.8 z=-0.21 mom=0.0 trend=0.08 regime=MOMENTUM target=0 pos_orig=-1 took=0 gap=1 cum_pnl=36 peak=47 dd=11 m38_hit=(--)
MARK38: mode=EXPLOIT conf=3 bid@9984(✓) ask@9998(✓) qty=10"
17600,,"mid=9989.0 dyn_mean=9997.8 z=-0.28 mom=0.0 trend=0.15 regime=MOMENTUM target=0 pos_orig=-7 took=0 gap=7 cum_pnl=38 peak=47 dd=9 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=4 bid@9982(✓) ask@9996(✓) qty=10"
17700,,"mid=9989.0 dyn_mean=9997.8 z=-0.28 mom=0.0 trend=0.00 regime=MOMENTUM target=0 pos_orig=-7 took=0 gap=7 cum_pnl=38 peak=47 dd=9 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9982(✓) ask@9996(✓) qty=10"
17800,,"mid=9990.0 dyn_mean=9997.8 z=-0.24 mom=0.0 trend=0.16 regime=MOMENTUM target=0 pos_orig=-7 took=0 gap=7 cum_pnl=31 peak=47 dd=16 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9983(✓) ask@9997(✓) qty=10"
17900,,"mid=9992.0 dyn_mean=9997.8 z=-0.18 mom=0.0 trend=0.23 regime=MOMENTUM target=0 pos_orig=-7 took=0 gap=7 cum_pnl=17 peak=47 dd=30 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9985(✓) ask@9999(✓) qty=10"
18000,,"mid=9991.0 dyn_mean=9997.8 z=-0.21 mom=0.0 trend=-0.16 regime=MOMENTUM target=0 pos_orig=-7 took=0 gap=7 cum_pnl=24 peak=47 dd=23 m38_hit=(--)
MARK38: mode=EXPLOIT conf=4 bid@9984(✓) ask@9998(✓) qty=10"
18100,,"mid=9988.0 dyn_mean=9997.8 z=-0.31 mom=0.0 trend=-0.31 regime=MILD_REVERSION target=0 pos_orig=-7 took=0 gap=7 cum_pnl=45 peak=47 dd=2 m38_hit=(A-)
MARK38: mode=EXPLOIT conf=5 bid@9981(✓) ask@9995(✓) qty=10"
18200,,"mid=9984.0 dyn_mean=9997.8 z=-0.43 mom=0.0 trend=-0.76 regime=MILD_REVERSION target=21 pos_orig=-7 took=0 gap=28 cum_pnl=73 peak=73 dd=0 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9977(✓) ask@9991(✓) qty=10"
18300,,"mid=9983.0 dyn_mean=9997.8 z=-0.46 mom=0.0 trend=-0.91 regime=MILD_REVERSION target=26 pos_orig=-7 took=0 gap=33 cum_pnl=80 peak=80 dd=0 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9976(✓) ask@9990(✓) qty=10"
18400,,"mid=9984.0 dyn_mean=9997.7 z=-0.43 mom=0.0 trend=-0.62 regime=MILD_REVERSION target=21 pos_orig=-7 took=0 gap=28 cum_pnl=73 peak=80 dd=7 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9977(✓) ask@9991(✓) qty=10"
18500,,"mid=9983.0 dyn_mean=9997.7 z=-0.46 mom=0.0 trend=-0.78 regime=MILD_REVERSION target=26 pos_orig=-7 took=0 gap=33 cum_pnl=80 peak=80 dd=0 m38_hit=(--)
MARK38: mode=EXPLOIT conf=5 bid@9976(✓) ask@9990(✓) qty=10"
